itemid,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
229094,coping/knowledge deficit  ncp - plan revised,ckd ncp - plan revised,chartevents,care plans,,text,,
229786,preoxygenation (intubation),preoxygenation (intubation),chartevents,intubation,,text,,
229787,rigid stylette (intubation),rigid stylette (intubation),chartevents,intubation,,text,,
222871,mallampati classification (intubation),mallampati classification (intubation),chartevents,intubation,,text,,
226191,barrier precautions in place (intubation),barrier precautions in place (intubation),chartevents,intubation,,text,,
225291,indication (intubation),indication (intubation),chartevents,intubation,,text,,
225585,ett depth (intubation),ett depth (intubation),chartevents,intubation,,text,,
225593,best larynx view obtained (intubation),best larynx view obtained (intubation),chartevents,intubation,,text,,
228065,hand cleansing prior to procedure (intubation),hand cleansing prior to procedure (intubation),chartevents,intubation,,text,,
225306,number of attempts (intubation),number of attempts (intubation),chartevents,intubation,,text,,
226430,complications (intubation),complications (intubation),chartevents,intubation,,text,,
226431,verification of (intubation),verification of (intubation),chartevents,intubation,,text,,
228066,unable to complete airway assessment (intubation),unable to complete  assessment (intubation),chartevents,intubation,,text,,
225296,mandibular prognatism (intubation),mandibular prognatism (intubation),chartevents,intubation,,text,,
230073,documented in dc summary (intub),documented in dc summary (intub),chartevents,intubation,,text,,
229784,code status (intubation),code status (intubation),chartevents,intubation,,text,,
225297,teeth/dentition (intubation),teeth/dentition (intubation),chartevents,intubation,,text,,
228069,tube secured (intubation),tube secured (intubation),chartevents,intubation,,text,,
225271,induction/drugs/doses (intubation),induction/drugs/doses (intubation),chartevents,intubation,,text,,
225294,mouth opening (intubation),mouth opening (intubation),chartevents,intubation,,text,,
226188,timeout performed by (intubation),timeout performed by (intubation),chartevents,intubation,,text,,
225298,neck rom (intubation),neck rom (intubation),chartevents,intubation,,text,,
225303,mask ventilation (intubation),mask ventilation (intubation),chartevents,intubation,,text,,
226432,drugs (intubation),drugs (intubation),chartevents,intubation,,text,,
225592,ett size (intubation),ett size (intubation),chartevents,intubation,,text,,
228643,barrier precautions in place (intubation),barrier precautions in place (intubation),chartevents,intubation,,text,,
225295,thyromental distance (intubation),thyromental distance (intubation),chartevents,intubation,,text,,
228067,stylette (intubation),stylette (intubation),chartevents,intubation,,text,,
228068,bougie (intubation),bougie (intubation),chartevents,intubation,,text,,
225590,tracheal confirmation (intubation),tracheal confirmation (intubation),chartevents,intubation,,text,,
225304,blade / equipment (intubation),blade / equipment (intubation),chartevents,intubation,,text,,
226189,patient identified correctly by 2 means (intubation),patient identified correctly by 2 means (intubatio,chartevents,intubation,,text,,
226429,ett type (intubation),ett type (intubation),chartevents,intubation,,text,,
223819,visual disturbances,visual disturbances,chartevents,toxicology,,text,,
224677,tremor (cina),tremor (cina),chartevents,toxicology,,text,,
224673,abdominal changes: observation,abdominal changes: observation,chartevents,toxicology,,text,,
223814,auditory disturbance,auditory disturbance,chartevents,toxicology,,text,,
223805,nausea and vomiting (ciwa),nausea and vomiting,chartevents,toxicology,,text,,
229769,pupil size (cows),pupil size,chartevents,toxicology,,text,,
223810,paroxysmal sweats,paroxysmal sweats,chartevents,toxicology,,text,,
229774,tremor (cows),tremor.,chartevents,toxicology,,text,,
224668,sweating,sweating,chartevents,toxicology,,text,,
229773,sweating (cows),sweating,chartevents,toxicology,,text,,
229765,anxiety/irritability (cows),anxiety/irritability,chartevents,toxicology,,text,,
223817,agitation,agitation,chartevents,toxicology,,text,,
223827,ataxia,ataxia,chartevents,toxicology,,text,,
229766,bone/joint aches (cows),bone/joint aches,chartevents,toxicology,,text,,
224667,goose flesh,goose flesh,chartevents,toxicology,,text,,
224670,lacrimation,lacrimation,chartevents,toxicology,,text,,
223818,tactile disturbances,tactile disturbances,chartevents,toxicology,,text,,
229772,runny nose/tearing (cows),runny nose/tearing,chartevents,toxicology,,text,,
223821,orient/clouding sensory,orient/clouding sensory,chartevents,toxicology,,text,,
224672,yawning,yawning,chartevents,toxicology,,text,,
229768,gooseflesh skin (cows),gooseflesh skin,chartevents,toxicology,,text,,
229771,restlessness (cows),restlessness,chartevents,toxicology,,text,,
223806,tremor (ciwa),tremor,chartevents,toxicology,,text,,
224674,changes in temperature,changes in temperature,chartevents,toxicology,,text,,
224676,nausea and vomiting (cina),nausea and vomiting (cina),chartevents,toxicology,,text,,
224669,restlessness,restlessness,chartevents,toxicology,,text,,
224671,pupils,pupils,chartevents,toxicology,,text,,
229775,yawning (cows),yawning,chartevents,toxicology,,text,,
223829,drowsiness,drowsiness,chartevents,toxicology,,text,,
223828,slurred speech,slurred speech,chartevents,toxicology,,text,,
223823,insomnia,insomnia,chartevents,toxicology,,text,,
224675,muscle aches,muscle aches,chartevents,toxicology,,text,,
223820,headache,headache,chartevents,toxicology,,text,,
229770,resting pulse rate (cows),resting pulse rate,chartevents,toxicology,,text,,
223811,anxiety,anxiety,chartevents,toxicology,,text,,
224666,nasal congestion,nasal congestion,chartevents,toxicology,,text,,
229767,gi upset (cows),gi upset,chartevents,toxicology,,text,,
223825,sustained nystagmus,sustained nystagmus,chartevents,toxicology,,text,,
223824,seizure,seizure,chartevents,toxicology,,text,,
224454,traction/immobile location #4,traction/immobile location #4,chartevents,treatments,,text,,
227629,shivering,shivering,chartevents,treatments,,text,,
224105,warming device,warming device,chartevents,treatments,,text,,
229604,therapeutic bed,therapeutic bed,chartevents,treatments,,text,,
224088,pressure reducing device,pressure reducing device,chartevents,treatments,,text,,
225054,anti embolic device status,anti embolic device status,chartevents,treatments,,text,,
229638,discharge recommendations (am-pac),discharge recommendations (am-pac),chartevents,treatments,,text,,
229742,activity / mobility (rn daily mobility goal),rn daily mobility goal,chartevents,treatments,,text,,
225194,pt splint status #3,pt splint status #3,chartevents,treatments,,text,,
227771,traction/immobile #1,traction/immobile #1,chartevents,treatments,,text,,
225196,pt splint status #4,pt splint status #4,chartevents,treatments,,text,,
224456,pt splint location #2,pt splint location #2,chartevents,treatments,,text,,
228344,"ocat - saliva secretions, voice quality",ocat - ssvq,chartevents,treatments,,text,,
229636,test performed (am-pac),test performed (am-pac),chartevents,treatments,,text,,
224114,pt splint location #1,pt splint location #1,chartevents,treatments,,text,,
224090,knee immobilizer status,knee immobilizer status,chartevents,treatments,,text,,
224457,pt splint location #3,pt splint location #3,chartevents,treatments,,text,,
224093,position,position,chartevents,treatments,,text,,
225176,range of motion status,rom status,chartevents,treatments,,text,,
225180,pt splint status #1,pt splint status #1,chartevents,treatments,,text,,
229319,activity / mobility (jh-hlm),activity / mobility (jh-hlm),chartevents,treatments,,text,,
224451,traction/immobile #4,traction/immobile #4,chartevents,treatments,,text,,
225050,warming device status,warming device status,chartevents,treatments,,text,,
227772,traction/immobile #2,traction/immobile #2,chartevents,treatments,,text,,
229634,daily activity (am-pac),daily activity (am-pac),chartevents,treatments,,text,,
224092,range of motion location,rom location,chartevents,treatments,,text,,
224453,traction/immobile location #3,traction/immobile location #3,chartevents,treatments,,text,,
228346,ocat - teeth,ocat - teeth,chartevents,treatments,,text,,
224080,head of bed,hob,chartevents,treatments,,text,,
225182,pt splint status #2,pt splint status #2,chartevents,treatments,,text,,
228867,assist device,assist device,chartevents,treatments,,text,,
229633,basic mobility (am-pac),basic mobility (am-pac),chartevents,treatments,,text,,
224113,traction/immobile location #1,traction/immobile location #1,chartevents,treatments,,text,,
224087,therapeutic bed,therapeutic bed,chartevents,treatments,,text,,
227636,knee location - cpm,knee location - cpm,chartevents,treatments,,text,,
229321,activity / mobility (jh-hlm),activity / mobility (jh-hlm),chartevents,treatments,,text,,
229686,warming device,warming device,chartevents,treatments,,text,,
224085,assistance device,assistance device,chartevents,treatments,,text,,
224109,cervical collar type,cervical collar type,chartevents,treatments,,text,,
224106,cooling device,cooling device,chartevents,treatments,,text,,
224452,traction/immobile location #2,traction/immobile location #2,chartevents,treatments,,text,,
227774,traction/immobile #4,traction/immobile #4,chartevents,treatments,,text,,
228393,bath,bath,chartevents,treatments,,text,,
228868,assistance,assistance,chartevents,treatments,,text,,
224091,continuous pressure machine status,cpm status,chartevents,treatments,,text,,
228345,ocat - swallow,ocat - swallow,chartevents,treatments,,text,,
224455,pt splint location #4,pt splint location #4,chartevents,treatments,,text,,
228306,assistance device,assistance device,chartevents,treatments,,text,,
229637,treatments (am-pac),treatments (am-pac),chartevents,treatments,,text,,
228102,enema administration,enema administration,chartevents,treatments,,text,,
224450,traction/immobile #3,traction/immobile #3,chartevents,treatments,,text,,
228318,shivering assessment,shivering assessment,chartevents,treatments,,text,,
228343,ocat - lips tongue gums palate,ocat - ltgp,chartevents,treatments,,text,,
229858,therapeutic bed,therapeutic bed,chartevents,treatments,,text,,
224112,traction/immobile #1,traction/immobile #1,chartevents,treatments,,text,,
225052,cooling device status,cooling device status,chartevents,treatments,,text,,
227626,seizure pads,seizure pads,chartevents,treatments,,text,,
227773,traction/immobile #3,traction/immobile #3,chartevents,treatments,,text,,
224086,activity tolerance,activity tolerance,chartevents,treatments,,text,,
224089,anti embolic device,anti embolic device,chartevents,treatments,,text,,
224082,turn,turn,chartevents,treatments,,text,,
224084,activity,activity,chartevents,treatments,,text,,
229635,applied cognitive (am-pac),applied cognitive (am-pac),chartevents,treatments,,text,,
224110,cervical collar status,cervical collar status,chartevents,treatments,,text,,
224449,traction/immobile #2,traction/immobile #2,chartevents,treatments,,text,,
225048,knee location - immobilizer,knee location - immobilizer,chartevents,treatments,,text,,
224101,chest pt r/l,chest pt r/l,chartevents,treatments,,text,,
226168,oral care,oral care,chartevents,treatments,,text,,
229601,arm immobilizer,arm immobilizer,chartevents,treatments,,text,,
229836,low speed limit (vad),low speed limit (vad),chartevents,durable vad,,text,,
229833,zzwaveform variability (vad),zzwaveform variability (vad),chartevents,durable vad,,text,,
229830,system controller in primary mode (vad),system controller in primary mode (vad),chartevents,durable vad,,text,,
229821,device (vad),device (vad),chartevents,durable vad,,text,,
229831,system power module and self test (vad),system power module and self test (vad),chartevents,durable vad,,text,,
229819,backup controller (vad),backup controller (vad),chartevents,durable vad,,text,,
229822,driveline lock engaged (vad),driveline lock engaged (vad),chartevents,durable vad,,text,,
223836,airway type,airway type,chartevents,respiratory,,text,,
223867,additional settings,additional settings,chartevents,respiratory,,text,,
224833,sbt deferred,sbt deferred,chartevents,respiratory,,text,,
225278,ett route,ett route,chartevents,respiratory,,text,,
224173,mdi #2 drug,mdi #2 drug,chartevents,respiratory,,text,,
224391,ett mark (location),ett mark (location),chartevents,respiratory,,text,,
224829,trach tube type,trach tube type,chartevents,respiratory,,text,,
223871,physio,physio,chartevents,respiratory,,text,,
224713,circuit changed,circuit changed,chartevents,respiratory,,text,,
226732,o2 delivery device(s),o2 delivery device(s),chartevents,respiratory,,text,,
227568,airway size (mm),airway size (mm),chartevents,respiratory,,text,,
224831,trach tube size (i.d.),trach tube size (i.d.),chartevents,respiratory,,text,,
227517,humidification,humidification,chartevents,respiratory,,text,,
224718,rr > 35 for > 5 min,rr > 35 for > 5 min,chartevents,respiratory,,text,,
224721,hr > 140,hr > 140,chartevents,respiratory,,text,,
227578,bipap mask,bipap mask,chartevents,respiratory,,text,,
224865,flow sensitivity,flow sensitivity,chartevents,respiratory,,text,,
227567,airway location,airway location,chartevents,respiratory,,text,,
224176,mdi #3 drug,mdi #3 drug,chartevents,respiratory,,text,,
223849,ventilator mode,ventilator mode,chartevents,respiratory,,text,,
224720,arrythmia,arrythmia,chartevents,respiratory,,text,,
229245,humidifier water % fill level,humidifier water % fill level,chartevents,respiratory,,text,,
224712,recruitment mode,recruitment mode,chartevents,respiratory,,text,,
224832,ett type,ett type,chartevents,respiratory,,text,,
223837,ett size (id),ett size (id),chartevents,respiratory,,text,,
226814,known difficult intubation,known difficult intubation,chartevents,respiratory,,text,,
223847,passey muir valve in use,passey muir valve in use,chartevents,respiratory,,text,,
227131,cont. neb med dose,cont. neb med dose,chartevents,respiratory,,text,,
